hi
         108580237 function calls (108559707 primitive calls) in 415.720 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 utils.py:417(BenchmarkResult)
        1    0.000    0.000    0.000    0.000 containers.py:260(UniTupleIter)
        1    0.000    0.000    0.000    0.000 containers.py:373(BaseNamedTuple)
        1    0.000    0.000    0.000    0.000 containers.py:524(ListIter)
        1    0.000    0.000    0.000    0.000 containers.py:816(DictItemsIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:844(DictValuesIterableType)
        1    0.000    0.000    0.000    0.000 containers.py:858(DictIteratorType)
        1    0.000    0.000    0.000    0.000 misc.py:8(PyObject)
        1    0.000    0.000    0.000    0.000 misc.py:40(StringLiteral)
        1    0.000    0.000    0.000    0.000 errors.py:86(NumbaPedanticWarning)
        1    0.000    0.000    0.000    0.000 functions.py:490(_PickleableWeakRef)
        1    0.000    0.000    0.000    0.000 iterators.py:20(RangeIteratorType)
        1    0.000    0.000    0.000    0.000 iterators.py:92(ArrayIterator)
        1    0.000    0.000    0.000    0.000 scalars.py:181(NPTimedelta)
        1    0.000    0.000    0.000    0.000 templates.py:466(ConcreteTemplate)
        1    0.000    0.000    0.000    0.000 models.py:288(EnumModel)
        1    0.000    0.000    0.000    0.000 models.py:730(TupleModel)
        1    0.000    0.000    0.000    0.000 models.py:804(SetEntryModel)
        1    0.000    0.000    0.000    0.000 models.py:1043(CContiguousFlatIter)
        1    0.000    0.000    0.000    0.000 ir.py:757(TryRaise)
        1    0.000    0.000    0.000    0.000 ir.py:899(EnterWith)
        1    0.000    0.000    0.000    0.000 pythonapi.py:65(_UnboxContext)
        1    0.000    0.000    0.000    0.000 postproc.py:4(YieldPoint)
        1    0.000    0.000    0.000    0.000 static_getitem.py:49(RewriteStringLiteralGetitems)
        1    0.000    0.000    0.000    0.000 compiler.py:329(_EarlyPipelineCompletion)
        1    0.000    0.000    0.000    0.000 compiler.py:338(StateDict)
        1    0.000    0.000    0.000    0.000 dataflow.py:782(LoopBlock)
        4    0.000    0.000    0.000    0.000 event.py:270(duration)
        1    0.000    0.000    0.000    0.000 builtins.py:127(PairSecond)
        1    0.000    0.000    0.000    0.000 builtins.py:435(ConstOpEq)
        1    0.000    0.000    0.000    0.000 builtins.py:542(GetItemCPointer)
        1    0.000    0.000    0.000    0.000 builtins.py:551(SetItemCPointer)
        1    0.000    0.000    0.000    0.000 builtins.py:592(TupleBool)
        1    0.000    0.000    0.000    0.000 builtins.py:601(StaticGetItemTuple)
        1    0.000    0.000    0.000    0.000 builtins.py:1016(Zip)
        1    0.000    0.000    0.000    0.000 builtins.py:1026(Iter)
        1    0.000    0.000    0.000    0.000 builtins.py:1037(Next)
        1    0.000    0.000    0.000    0.000 builtins.py:1130(IndexValueModel)
        1    0.000    0.000    0.000    0.000 parfor.py:701(has_setup)
        1    0.000    0.000    0.000    0.000 typeinfer.py:34(NOTSET)
        1    0.000    0.000    0.000    0.000 typeinfer.py:224(BuildTupleConstraint)
        1    0.000    0.000    0.000    0.000 npydecl.py:601(NdFullLike)
        1    0.000    0.000    0.000    0.000 npydecl.py:647(NdLinspace)
        1    0.000    0.000    0.000    0.000 npydecl.py:690(NdSort)
        1    0.000    0.000    0.000    0.000 npydecl.py:723(NdCopy)
        1    0.000    0.000    0.000    0.000 npydecl.py:765(NdAtLeast1d)
        1    0.000    0.000    0.000    0.000 npydecl.py:821(NdConcatenate)
        1    0.000    0.000    0.000    0.000 npydecl.py:843(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:907(NdColumnStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:927(MatMulTyperMixin)
        1    0.000    0.000    0.000    0.000 npydecl.py:1054(NdIter)
        1    0.000    0.000    0.000    0.000 npydecl.py:1073(NdIndex)
        1    0.000    0.000    0.000    0.000 npydecl.py:1205(DiagCtor)
        1    0.000    0.000    0.000    0.000 npydecl.py:1224(Take)
        1    0.000    0.000    0.000    0.000 npydecl.py:1287(NumbaFArray)
        1    0.000    0.000    0.000    0.000 cpu.py:279(CPUTargetOptions)
        1    0.000    0.000    0.000    0.000 codegen.py:972(JITCodeLibrary)
        1    0.000    0.000    0.000    0.000 nrt.py:16(__init__)
        1    0.000    0.000    0.000    0.000 intrinsics.py:8(_DivmodFixer)
        1    0.000    0.000    0.000    0.000 targetconfig.py:44(_MetaTargetConfig)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:137(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:189(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:225(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:285(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:561(MakeFunctionToJitFunction)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1434(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1429(LiteralUnroll)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1479(SimplifyCFG)
        1    0.000    0.000    0.000    0.000 typed_passes.py:176(AnnotateTypes)
        1    0.000    0.000    0.000    0.000 typed_passes.py:214(NopythonRewrites)
        1    0.000    0.000    0.000    0.000 typed_passes.py:252(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:284(ParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:344(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:339(DumpParforDiagnostics)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:30(UFuncTargetOptions)
        1    0.000    0.000    0.000    0.000 withcontexts.py:57(_ByPassContextType)
        1    0.000    0.000    0.000    0.000 unicode.py:98(UnicodeIteratorModel)
        2    0.000    0.000    0.000    0.000 unicode.py:2136(_gen_ascii_upper_or_lower)
        1    0.000    0.000    0.000    0.000 listobj.py:130(ListPayloadAccessor)
        2    0.000    0.000    0.000    0.000 arraymath.py:1324(_select_factory)
        2    0.000    0.000    0.000    0.000 arraymath.py:3681(_searchsorted)
        1    0.000    0.000    0.000    0.000 npyimpl.py:93(_ArrayIndexingHelper)
        1    0.000    0.000    0.000    0.000 npyimpl.py:401(_Kernel)
        1    0.000    0.000    0.000    0.000 yacc.py:217(YaccSymbol)
        1    0.000    0.000    0.000    0.000 yacc.py:1971(LRTable)
        1    0.000    0.000    0.000    0.000 c_ast.py:210(Assignment)
        1    0.000    0.000    0.000    0.000 c_ast.py:290(Cast)
        1    0.000    0.000    0.000    0.000 c_ast.py:329(CompoundLiteral)
        1    0.000    0.000    0.000    0.000 c_ast.py:350(Constant)
        1    0.000    0.000    0.000    0.000 c_ast.py:367(Continue)
        1    0.000    0.000    0.000    0.000 c_ast.py:428(Default)
        1    0.000    0.000    0.000    0.000 c_ast.py:446(DoWhile)
        1    0.000    0.000    0.000    0.000 c_ast.py:698(ID)
        1    0.000    0.000    0.000    0.000 c_ast.py:773(Label)
        1    0.000    0.000    0.000    0.000 c_ast.py:831(PtrDecl)
        1    0.000    0.000    0.000    0.000 c_ast.py:1048(While)
        1    0.000    0.000    0.000    0.000 c_ast.py:1069(Pragma)
        1    0.000    0.000    0.000    0.000 enumdecl.py:35(EnumClassStaticGetItem)
        1    0.000    0.000    0.000    0.000 collections.py:39(GetItemSequence)
        1    0.000    0.000    0.000    0.000 randomdecl.py:43(RandomTemplate)
        1    0.000    0.000    0.000    0.000 randomdecl.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 randomdecl.py:214(<listcomp>)
        1    0.000    0.000    0.000    0.000 setdecl.py:17(SetBuiltin)
        1    0.000    0.000    0.000    0.000 npdatetime.py:18(TimedeltaUnaryOp)
        1    0.000    0.000    0.000    0.000 npdatetime.py:254(DatetimeCmpLt)
        1    0.000    0.000    0.000    0.000 npdatetime.py:114(TimedeltaUnaryPos)
        1    0.000    0.000    0.000    0.000 npdatetime.py:122(TimedeltaBinAdd)
        1    0.000    0.000    0.000    0.000 npdatetime.py:127(TimedeltaBinSub)
        1    0.000    0.000    0.000    0.000 npdatetime.py:137(TimedeltaTrueDiv)
        1    0.000    0.000    0.000    0.000 types.py:132(_calculate_meta)
        1    0.000    0.000    0.000    0.000 typing.py:322(__repr__)
        2    0.000    0.000    0.000    0.000 __init__.py:595(__missing__)
        2    0.000    0.000    0.000    0.000 functools.py:751(<listcomp>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1231(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:233(ExecutableNotFoundError)
        1    0.000    0.000    0.000    0.000 __init__.py:1114(is_interactive)
        1    0.000    0.000    0.000    0.000 threading.py:265(_release_save)
        1    0.000    0.000    0.000    0.000 pathlib.py:523(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 parse.py:318(DefragResult)
        1    0.000    0.000    0.000    0.000 shutil.py:69(Error)
        1    0.000    0.000    0.000    0.000 deprecation.py:274(deprecate_privatize_attribute)
        2    0.000    0.000    0.000    0.000 multiarray.py:1001(unravel_index)
        1    0.000    0.000    0.000    0.000 _exceptions.py:123(AxisError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1150(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1173(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 index_tricks.py:423(RClass)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 polynomial.py:28(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:835(_DomainSafeDivide)
        2    0.000    0.000    0.000    0.000 rcsetup.py:424(validate_fontsize_None)
        1    0.000    0.000    0.000    0.000 animation.py:734(ImageMagickWriter)
        1    0.000    0.000    0.000    0.000 model.py:178(UnknownIntegerType)
        1    0.000    0.000    0.000    0.000 model.py:192(UnknownFloatType)
        1    0.000    0.000    0.000    0.000 model.py:224(RawFunctionType)
        1    0.000    0.000    0.000    0.000 model.py:310(length_is_unknown)
        1    0.000    0.000    0.000    0.000 colors.py:1759(NoNorm)
        1    0.000    0.000    0.000    0.000 ticker.py:408(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        2    0.000    0.000    0.000    0.000 pyparsing.py:855(<lambda>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2842(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3018(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3790(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4870(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5169(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:5266(OnlyOnce)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6769(Latin1)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6781(Greek)
        1    0.000    0.000    0.000    0.000 dates.py:1558(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1632(MinuteLocator)
        1    0.000    0.000    0.000    0.000 dates.py:1652(SecondLocator)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        1    0.000    0.000    0.000    0.000 tz.py:373(_tzfile)
        1    0.000    0.000    0.000    0.000 wintypes.py:111(_COORD)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:128(FILETIME)
        1    0.000    0.000    0.000    0.000 isoparser.py:43(__init__)
        1    0.000    0.000    0.000    0.000 pyplot.py:122(_NotIPython)
        1    0.000    0.000    0.000    0.000 hatch.py:14(HorizontalHatch)
        1    0.000    0.000    0.000    0.000 hatch.py:128(Circles)
        1    0.000    0.000    0.000    0.000 hatch.py:144(LargeCircles)
        1    0.000    0.000    0.000    0.000 font_manager.py:933(_JSONEncoder)
        1    0.000    0.000    0.000    0.000 patches.py:2105(LArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2147(DArrow)
        1    0.000    0.000    0.000    0.000 patches.py:2184(Round)
        1    0.000    0.000    0.000    0.000 patches.py:2244(Round4)
        1    0.000    0.000    0.000    0.000 patches.py:2527(Arc3)
        1    0.000    0.000    0.000    0.000 patches.py:2563(Angle3)
        1    0.000    0.000    0.000    0.000 patches.py:3357(BarAB)
        1    0.000    0.000    0.000    0.000 patches.py:3555(Wedge)
        1    0.000    0.000    0.000    0.000 mathtext.py:358(MathTextWarning)
        1    0.000    0.000    0.000    0.000 _mathtext.py:994(STIXFontConstants)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1586(Fill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1592(Filll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1604(NegFill)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1610(NegFilll)
        1    0.000    0.000    0.000    0.000 _mathtext.py:1616(SsGlue)
        1    0.000    0.000    0.000    0.000 backend_managers.py:15(ToolTriggerEvent)
        1    0.000    0.000    0.000    0.000 offsetbox.py:374(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:462(HPacker)
        1    0.000    0.000    0.000    0.000 legend_handler.py:678(HandlerTuple)
        1    0.000    0.000    0.000    0.000 streamplot.py:232(StreamplotSet)
        1    0.000    0.000    0.000    0.000 trirefine.py:12(TriRefiner)
        1    0.000    0.000    0.000    0.000 geo.py:255(AitoffTransform)
        1    0.000    0.000    0.000    0.000 geo.py:455(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:709(RubberbandTk)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:807(SaveFigureTk)
        1    0.000    0.000    0.000    0.000 __init__.py:1869(CallWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:4138(BitmapImage)
        1    0.000    0.000    0.000    0.000 simpledialog.py:255(_QueryDialog)
        1    0.000    0.000    0.000    0.000 _pep440.py:129(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _pep440.py:149(__ge__)
        1    0.000    0.000    0.000    0.000 _matfuncs_sqrtm.py:20(SqrtmError)
        1    0.000    0.000    0.000    0.000 odepack.py:11(ODEintWarning)
        1    0.000    0.000    0.000    0.000 quadpack.py:841(_OptFunc)
        1    0.000    0.000    0.000    0.000 arpack.py:953(IterInv)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:576(IdentityVectorFunction)
        1    0.000    0.000    0.000    0.000 _trustregion_ncg.py:42(CGSteihaugSubproblem)
        1    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.BytesIO' objects}
        1    0.000    0.000    0.000    0.000 case.py:165(_AssertRaisesBaseContext)
        1    0.000    0.000    0.000    0.000 case.py:299(_OrderedChainMap)
        1    0.000    0.000    0.000    0.000 argparse.py:662(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:955(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1027(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 _spectral.py:11(_NoConvergence)
        1    0.000    0.000    0.000    0.000 nonlin.py:662(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1021(BroydenSecond)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:248(RandomDisplacement)
        1    0.000    0.000    0.000    0.000 _shgo.py:1597(LMap)
        1    0.000    0.000    0.000    0.000 <decorator-gen-7>:1(<module>)
        1    0.000    0.000    0.000    0.000 _dual_annealing.py:358(ObjectiveFunWrapper)
        1    0.000    0.000    0.000    0.000 ivp.py:24(OdeResult)
        1    0.000    0.000    0.000    0.000 radau.py:538(RadauDenseOutput)
        1    0.000    0.000    0.000    0.000 rk.py:552(Dop853DenseOutput)
        1    0.000    0.000    0.000    0.000 _monitor.py:9(TqdmSynchronisationWarning)
        1    0.000    0.000    0.000    0.000 std.py:217(EMA)
        1    0.000    0.000    0.000    0.000 initialise.py:51(deinit)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 process.py:37(current_process)
        1    0.000    0.000    0.000    0.000 process.py:343(AuthenticationString)
        1    0.000    0.000    0.000    0.000 socket.py:211(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 utils.py:8(get_library_name)
        1    0.000    0.000    0.000    0.000 __init__.py:250(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1924(PathMetadata)
        2    0.000    0.000    0.000    0.000 __init__.py:2014(find_nothing)
        1    0.000    0.000    0.000    0.000 __init__.py:3112(<listcomp>)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 <string>:11(com_error)
        1    0.000    0.000    0.000    0.000 version.py:33(InvalidVersion)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2364(Token)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2545(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3097(_PositionToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3180(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(_MultipleMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4226(TokenConverter)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4299(Dict)
        1    0.000    0.000    0.000    0.000 markers.py:28(InvalidMarker)
        1    0.000    0.000    0.000    0.000 executionengine.py:220(_ObjectCacheRef)
        1    0.000    0.000    0.000    0.000 module.py:226(_GlobalsIterator)
        1    0.000    0.000    0.000    0.000 value.py:329(_AttributeIterator)
        1    0.000    0.000    0.000    0.000 value.py:395(_OperandsIterator)
        2    0.000    0.000    0.000    0.000 types.py:155(_to_string)
        1    0.000    0.000    0.000    0.000 _utils.py:4(DuplicatedNameError)
        1    0.000    0.000    0.000    0.000 _utils.py:36(_StrCaching)
        1    0.000    0.000    0.000    0.000 values.py:101(_Undefined)
        1    0.000    0.000    0.000    0.000 instructions.py:392(LoadInstr)
        1    0.000    0.000    0.000    0.000 instructions.py:623(ExtractValue)
        1    0.000    0.000    0.000    0.000 instructions.py:650(InsertValue)
        1    0.000    0.000    0.000    0.000 instructions.py:712(AtomicRMW)
        1    0.000    0.000    0.000    0.000 instructions.py:762(_LandingPadClause)
        1    0.000    0.000    0.000    0.000 instructions.py:777(FilterClause)
        1    0.000    0.000    0.000    0.000 main.py:104(SerialSuite)
        1    0.000    0.000    0.000    0.000 main.py:124(BasicTestRunner)
        1    0.000    0.000    0.000    0.000 main.py:577(ParallelTestResult)
        1    0.000    0.000    0.000    0.000 abstract.py:344(Container)
        1    0.000    0.000    0.000    0.000 containers.py:289(UnionType)
        1    0.000    0.000    0.000    0.000 containers.py:355(StarArgTuple)
        1    0.000    0.000    0.000    0.000 containers.py:672(ListTypeIteratorType)
        1    0.000    0.000    0.000    0.000 common.py:8(Opaque)
        1    0.000    0.000    0.000    0.000 misc.py:17(Phantom)
        1    0.000    0.000    0.000    0.000 misc.py:24(Undefined)
        1    0.000    0.000    0.000    0.000 misc.py:259(NoneType)
        1    0.000    0.000    0.000    0.000 misc.py:478(ClassDataType)
        1    0.000    0.000    0.000    0.000 errors.py:229(reset_terminal)
        1    0.000    0.000    0.000    0.000 errors.py:567(NotDefinedError)
        1    0.000    0.000    0.000    0.000 scalars.py:77(IntegerLiteral)
        1    0.000    0.000    0.000    0.000 scalars.py:98(BooleanLiteral)
        1    0.000    0.000    0.000    0.000 context.py:715(Context)
        1    0.000    0.000    0.000    0.000 packer.py:144(rec)
        1    0.000    0.000    0.000    0.000 models.py:350(IntegerModel)
        1    0.000    0.000    0.000    0.000 models.py:358(FloatModel)
        1    0.000    0.000    0.000    0.000 models.py:836(SetModel)
        1    0.000    0.000    0.000    0.000 models.py:1108(EnumerateType)
        1    0.000    0.000    0.000    0.000 models.py:1117(ZipType)
        1    0.000    0.000    0.000    0.000 models.py:1359(StructPayloadModel)
        1    0.000    0.000    0.000    0.000 ir.py:620(StaticSetItem)
        1    0.000    0.000    0.000    0.000 ir.py:673(DelAttr)
        1    0.000    0.000    0.000    0.000 ir.py:686(StoreMap)
        1    0.000    0.000    0.000    0.000 ir.py:866(Print)
        1    0.000    0.000    0.000    0.000 ir.py:884(Yield)
        1    0.000    0.000    0.000    0.000 ir.py:926(Arg)
        1    0.000    0.000    0.000    0.000 core.py:238(Builder)
        1    0.000    0.000    0.000    0.000 core.py:265(InlineAsm)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2079(_TypeAliasForm)
        1    0.000    0.000    0.000    0.000 registry.py:72(CPUDispatcher)
        1    0.000    0.000    0.000    0.000 compiler.py:502(Compiler)
        1    0.000    0.000    0.000    0.000 byteflow.py:59(_lazy_pformat)
        1    0.000    0.000    0.000    0.000 callconv.py:589(ErrorModel)
        1    0.000    0.000    0.000    0.000 callconv.py:603(PythonErrorModel)
        2    0.000    0.000    0.000    0.000 base.py:297(get_env_name)
        1    0.000    0.000    0.000    0.000 builtins.py:200(BinOpMul)
        1    0.000    0.000    0.000    0.000 builtins.py:383(UnaryNegate)
        1    0.000    0.000    0.000    0.000 builtins.py:487(TupleGt)
        1    0.000    0.000    0.000    0.000 builtins.py:502(TupleAdd)
        1    0.000    0.000    0.000    0.000 builtins.py:514(CmpOpIdentity)
        1    0.000    0.000    0.000    0.000 builtins.py:560(Len)
        1    0.000    0.000    0.000    0.000 builtins.py:583(Contains)
        1    0.000    0.000    0.000    0.000 builtins.py:619(StaticGetItemLiteralList)
        1    0.000    0.000    0.000    0.000 builtins.py:653(GenericNotIn)
        1    0.000    0.000    0.000    0.000 builtins.py:935(Int)
        1    0.000    0.000    0.000    0.000 builtins.py:998(Enumerate)
        1    0.000    0.000    0.000    0.000 builtins.py:1050(TypeBuiltin)
        1    0.000    0.000    0.000    0.000 typeinfer.py:308(BuildMapConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:407(PairFirstConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:442(StaticGetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:786(StaticSetItemConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:843(SetAttrConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:871(PrintConstraint)
        1    0.000    0.000    0.000    0.000 typeinfer.py:1718(NullDebug)
        1    0.000    0.000    0.000    0.000 npydecl.py:585(NdFull)
        1    0.000    0.000    0.000    0.000 npydecl.py:891(NdStack)
        1    0.000    0.000    0.000    0.000 npydecl.py:1167(Sinc)
        1    0.000    0.000    0.000    0.000 array_analysis.py:1289(AnalyzeResult)
        1    0.000    0.000    0.000    0.000 callwrapper.py:75(_GilManager)
        1    0.000    0.000    0.000    0.000 options.py:14(Mapping)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:72(TranslateByteCode)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:91(FixupArgs)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:111(IRProcessing)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:133(RewriteSemanticConstants)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:221(GenericRewrites)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:246(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:546(PrintIRCFG)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1273(__init__)
        1    0.000    0.000    0.000    0.000 untyped_passes.py:1484(__init__)
        1    0.000    0.000    0.000    0.000 ssa.py:203(_BaseHandler)
        1    0.000    0.000    0.000    0.000 ssa.py:243(_GatherDefsHandler)
        1    0.000    0.000    0.000    0.000 typed_passes.py:247(PreParforPass)
        1    0.000    0.000    0.000    0.000 typed_passes.py:446(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:455(IRLegalization)
        1    0.000    0.000    0.000    0.000 typed_passes.py:517(__init__)
        1    0.000    0.000    0.000    0.000 typed_passes.py:786(__init__)
        2    0.000    0.000    0.000    0.000 caching.py:233(get_cache_path)
        1    0.000    0.000    0.000    0.000 wrappers.py:479(_GufuncObjectWrapper)
        1    0.000    0.000    0.000    0.000 wrappers.py:602(GUArrayArg)
        1    0.000    0.000    0.000    0.000 wrappers.py:667(_ScalarArgLoader)
        1    0.000    0.000    0.000    0.000 ufuncbuilder.py:233(_BaseUFuncBuilder)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
        2    0.000    0.000    0.000    0.000 npdatetime.py:581(_datetime_timedelta_arith)
        2    0.000    0.000    0.000    0.000 npdatetime.py:713(_gen_datetime_max_impl)
        2    0.000    0.000    0.000    0.000 npdatetime.py:776(_gen_timedelta_min_impl)
        1    0.000    0.000    0.000    0.000 base.py:37(InstanceDataModel)
        1    0.000    0.000    0.000    0.000 base.py:258(ConstructorTemplate)
        1    0.000    0.000    0.000    0.000 yacc.py:127(NullLogger)
        1    0.000    0.000    0.000    0.000 yacc.py:1427(LRItem)
        1    0.000    0.000    0.000    0.000 c_ast.py:254(Break)
        1    0.000    0.000    0.000    0.000 c_ast.py:381(Decl)
        1    0.000    0.000    0.000    0.000 c_ast.py:481(EmptyStatement)
        1    0.000    0.000    0.000    0.000 c_ast.py:495(Enum)
        1    0.000    0.000    0.000    0.000 c_ast.py:513(Enumerator)
        1    0.000    0.000    0.000    0.000 c_ast.py:531(EnumeratorList)
        1    0.000    0.000    0.000    0.000 c_ast.py:567(FileAST)
        1    0.000    0.000    0.000    0.000 c_ast.py:585(For)
        1    0.000    0.000    0.000    0.000 c_ast.py:656(FuncDef)
        1    0.000    0.000    0.000    0.000 c_ast.py:682(Goto)
        1    0.000    0.000    0.000    0.000 c_ast.py:714(IdentifierType)
        1    0.000    0.000    0.000    0.000 c_ast.py:730(If)
        1    0.000    0.000    0.000    0.000 c_ast.py:755(InitList)
        1    0.000    0.000    0.000    0.000 c_ast.py:791(NamedInitializer)
        1    0.000    0.000    0.000    0.000 c_ast.py:849(Return)
        1    0.000    0.000    0.000    0.000 c_ast.py:866(Struct)
        1    0.000    0.000    0.000    0.000 c_ast.py:885(StructRef)
        1    0.000    0.000    0.000    0.000 c_ast.py:907(Switch)
        1    0.000    0.000    0.000    0.000 c_ast.py:928(TernaryOp)
        1    0.000    0.000    0.000    0.000 c_ast.py:972(Typedef)
        1    0.000    0.000    0.000    0.000 c_ast.py:992(Typename)
        1    0.000    0.000    0.000    0.000 c_ast.py:1029(Union)
        1    0.000    0.000    0.000    0.000 lex.py:64(LexToken)
        1    0.000    0.000    0.000    0.000 lex.py:93(NullLogger)
        1    0.000    0.000    0.000    0.000 cmathdecl.py:58(Cmath_polar)
        1    0.000    0.000    0.000    0.000 listdecl.py:16(ListBuiltin)
        1    0.000    0.000    0.000    0.000 listdecl.py:163(ListCompare)
        1    0.000    0.000    0.000    0.000 collections.py:18(ContainerLen)
        1    0.000    0.000    0.000    0.000 randomdecl.py:75(ConcreteRandomTemplate)
        1    0.000    0.000    0.000    0.000 setdecl.py:155(SetOperator)
        1    0.000    0.000    0.000    0.000 dictdecl.py:24(DictBuiltin)
        1    0.000    0.000    0.000    0.000 arraydecl.py:160(GetItemBuffer)
        1    0.000    0.000    0.000    0.000 arraydecl.py:169(SetItemBuffer)
        1    0.000    0.000    0.000    0.000 arraydecl.py:518(StaticGetItemArray)
        1    0.000    0.000    0.000    0.000 arraydecl.py:580(StaticSetItemRecord)
